Gene,Entrez ID,noagg_ripple,ripple_lag,lag_tag,tag_tip,tip_slug,slug_Mhat,Mhat_cul,cul_FB,merged_milestones,Regulon cluster,tgr_disagg_gene,dediff,Parikh_cell-type,Maeda_cell-type,Maeda_detailed cell-type,cAMP-pulse induced,chemotaxis,hssA/2C/7E family,57-aa protein family,sig and  sigN genes,gtaG dependent short protein,All_transcriptional regulation and chromatin organization 
string,string,noagg_ripple_down noagg_ripple_up,ripple_lag_down ripple_lag_up,lag_tag_down lag_tag_up,tag_tip_down tag_tip_up,discrete,discrete,Mhat_cul_down Mhat_cul_up,cul_FB_down cul_FB_up,Mhat_cul_down Mhat_cul_up cul_FB_down cul_FB_up lag_tag_down lag_tag_up lag_tag_upMhat_cul_down noagg_ripple_down noagg_ripple_downMhat_cul_up noagg_ripple_downcul_FB_up noagg_ripple_downlag_tag_up noagg_ripple_downslug_Mhat_up noagg_ripple_up noagg_ripple_uplag_tag_down ripple_lag_down ripple_lag_up ripple_lag_uptag_tip_down slug_Mhat_up slug_Mhat_upcul_FB_down tag_tip_down tag_tip_up tip_slug_up tip_slug_upMhat_cul_down,C1 C2 C3 C4 C5 C6 C7 C8 C9 C10 C11 C12 C13 C14 C15 C16 C17 C18 C19 C20 C21,6to8h 8to12h,discrete,Psp Pst,prespore prestalk,Late\ prestalk\ SSE634\ pattern Late\ prestalk\ SSG721\ pattern PstA PstAB\ SLA128\ pattern PstAB\ SLC388\ pattern PstAB\ SSB312\ pattern PstAB\ SSK348\ pattern PstAO\ SLE474\ pattern PstAO\ SSA854\ pattern PstAO\ SSH475\ pattern PstO\ SLG775\ pattern PstO\ SLH659\ pattern PstO\ SSM184\ pattern SLC388\ pattern prespore,discrete,discrete,highly\ similar\ to\ other\ hssA/2C/7E hssA/2C/7E\ family related\ to\ hssA weakly\ similar\ to hssA/2C/7E,small_57aa small_57aa\ like,SrfA-induced almost\ identical\ to\ sigN176 sigN\ genes,gtaG\ dependent gtaG\ dependent\ weakly,"TF\ (general,pol\ II) TF\ (general,pol\ II)\ chromatin\ modification TF\ (mediator) TF\ (pol\ I/pol\ III) TF\ (regulation) TF\ (regulation)\ \ histon\ modification TF\ (regulation)\ chromatin\ org chromatin chromatin\ centromere chromatin\ remodeling\ factor histone\ modification histone/histone\ variant"
meta,meta,,,,,,,,,,,,,,,,,,,,,,
DDB_G0282107,8623411,noagg_ripple_up,,,,,,,,noagg_ripple_up,C6,,,,prestalk,Late prestalk SSE634 pattern,,,,,,,
DDB_G0284907,8624836,,,,,,slug_Mhat_up,,,slug_Mhat_up,C16,,,,prestalk,Late prestalk SSE634 pattern,,,,,,,
DDB_G0273017,8618666,,,,,,,,,,C15,,,,prestalk,Late prestalk SSE634 pattern,,,,,,,
DDB_G0293886,8629470,,,,,,,,,,C15,,,,prestalk,Late prestalk SSE634 pattern,,,,,,,
DDB_G0280319,8622506,,,,,,,,,,,6to8h,,,prestalk,Late prestalk SSE634 pattern,,,,,,,
DDB_G0289443,8627142,,,,,,,,,,,,,,prestalk,Late prestalk SSE634 pattern,,,,,,,
DDB_G0271678,8618118,,,,,,,,,,,,,,prestalk,Late prestalk SSE634 pattern,,,,,,,
DDB_G0293934,8629502,,,,,,,,,,,,,,prestalk,Late prestalk SSE634 pattern,,,,,,,
DDB_G0282147,8623432,,,,,,,,,,,,,,prestalk,Late prestalk SSE634 pattern,,,,,,,
DDB_G0274849,8619469,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0291059,8627931,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0292274,8628585,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0288059,8626431,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0286037,8625419,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0277633,8621131,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0268856,8616713,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0278469,8621589,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0284987,8624889,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0277469,8621082,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0272240,8618474,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0287173,8626002,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0279923,8622321,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0272760,8618624,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0282731,8623771,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0285173,8624972,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0286465,8625597,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0291602,8628272,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0292792,8628858,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0284623,8624688,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0275493,8620178,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0283161,8623947,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0268258,8616448,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0271302,8617856,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0292004,8628436,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0282235,8623477,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0278367,8621523,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0275983,8620247,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0287885,8626292,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0280309,8622500,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0349537,?,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0285245,8625003,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0292856,8628911,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0286807,8625721,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0271034,8617519,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0286227,8625508,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0284519,8624636,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0284731,8624740,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0268312,8616028,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0287791,8626313,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0291806,8628346,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0278825,8621723,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0268590,8616453,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0275623,8620146,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0269324,8616819,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0293396,8629200,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0274341,8619352,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0289513,8627182,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0281241,8622964,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0293374,8629190,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0287607,8626212,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0286233,8625512,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0282413,8623559,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0280995,8622811,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0287177,8626003,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0293656,8629371,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0284147,8624403,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0289395,8627115,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0288223,8626521,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0292526,8628669,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0293702,8629280,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0280687,8622681,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0267750,8616088,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0271394,8617893,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0278627,8621401,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0287547,8626184,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0285853,8625316,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0292292,8628594,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0280397,8622516,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0287115,8625940,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0270002,8617418,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0284373,8624562,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0286403,8625595,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0272114,8618448,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0289271,8627047,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0281641,8623163,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0287499,8626155,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0286333,8625522,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0283999,8624334,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0290373,8627620,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0281419,8623047,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0276451,8620556,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0279305,8621980,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0271156,8617966,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0292444,8628687,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0285183,8624982,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0291618,8628264,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0270442,8617779,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0267632,8615980,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0290033,8627451,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0273201,8618872,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0284013,8624373,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0292134,8628531,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0284071,8624396,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0291868,8628373,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0282821,8623782,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0287899,8626352,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0270764,8617615,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0272616,8618721,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0279531,8622091,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0289673,8627256,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0290467,8627660,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0290469,8627661,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0295827,8619365,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0290897,8627879,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0285929,8625361,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0271656,8618066,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0286241,8625517,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0287339,8626078,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0271400,8617900,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0278385,8621540,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0270920,8617164,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0292470,8628702,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0288873,8626845,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0274435,8619626,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0274385,8619729,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0287291,8626106,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0278719,8621424,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0274947,8619625,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0273351,8618858,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0271512,8618006,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0279553,8622105,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0271078,8617738,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0275809,8619985,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0272921,8618565,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0279101,8621872,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0294609,8622184,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0271800,8618105,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0283257,8623989,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0286877,8625840,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0280685,8622680,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0293620,8629345,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0274825,8619406,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0293564,8629294,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0283771,8624250,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0292760,8628862,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0284263,8624516,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0290699,8627785,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0277693,8621151,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0287103,8625934,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0288125,8626459,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0284031,8624380,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0267958,8616252,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0288623,8626727,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0271562,8618071,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0271698,8618093,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0290919,8627895,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0276967,8620686,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0270578,8617064,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0287675,8626233,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0268992,8616645,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0271738,8618087,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0271228,8617911,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0285671,8625254,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0274865,8619495,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0285805,8625295,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,
DDB_G0293302,8629146,,,lag_tag_down,,,,,,lag_tag_down,,,,,,,,,,,,,
DDB_G0280603,8622633,,,lag_tag_down,,,,,,lag_tag_down,,,,,,,,,,,,,
DDB_G0275649,8620115,,,lag_tag_down,,,,,,lag_tag_down,,,,,,,,,,,,,
DDB_G0289073,8626958,,,lag_tag_down,,,,,,lag_tag_down,,,,,,,,,,,,,
DDB_G0285423,8625229,,,lag_tag_down,,,,,,lag_tag_down,,,,,,,,,,,,,
DDB_G0283693,8624215,,,lag_tag_down,,,,,,lag_tag_down,,,,,,,,,,,,,
DDB_G0281009,8622818,,,,,tip_slug_up,,,,tip_slug_up,,,,,,,,,hssA/2C/7E family,,,,
DDB_G0268170,8616418,,,,,,slug_Mhat_up,,,slug_Mhat_up,,,,Pst,,,,,hssA/2C/7E family,,,,
DDB_G0277233,8620928,,,,,,,,,,C13,,,,prestalk,PstO SSM184 pattern,,,hssA/2C/7E family,,,,
DDB_G0293362,8629182,,,,,,,,,,C16,,,Pst,,,,,hssA/2C/7E family,,,,
DDB_G0293358,8629180,,,,tag_tip_up,,,,,tag_tip_up,C13,,,Pst,,,,,hssA/2C/7E family,,,,
DDB_G0282317,8623512,,,,,,,,,,C13,,,Pst,,,,,hssA/2C/7E family,,,,
DDB_G0282319,8623513,,,,,,,,,,C13,,,Pst,,,,,hssA/2C/7E family,,,,
DDB_G0280999,8622813,,,,,,,,,,C13,,,Pst,,,,,hssA/2C/7E family,,,,
DDB_G0282323,8623515,,,,,,,,,,C13,,,Pst,,,,,hssA/2C/7E family,,,,
DDB_G0278951,8621751,,,,,,,,,,,,,Pst,,,,,hssA/2C/7E family,,,,
DDB_G0272744,8618667,,,,,,,,,,,,,Psp,,,,,hssA/2C/7E family,,,,
DDB_G0293356,8629179,,,,,,,,,,C13,,,Pst,prestalk,Late prestalk SSE634 pattern,,,hssA/2C/7E family,,,,
DDB_G0283713,8624225,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,hssA/2C/7E family,,,,
DDB_G0286667,8625749,,,,,tip_slug_up,,,,tip_slug_up,C13,,,,,,cAMP,,hssA/2C/7E family,,,,
DDB_G0275579,8619996,,,,,,slug_Mhat_up,,,slug_Mhat_up,C16,,,,,,,,hssA/2C/7E family,,,,
DDB_G0275437,8620001,,,,,,,,,,C16,,,,,,,,hssA/2C/7E family,,,,
DDB_G0280925,8622795,,,,,tip_slug_up,,,,tip_slug_up,C14,,,,,,,,hssA/2C/7E family,,,,
DDB_G0280927,8622796,,,,,tip_slug_up,,,,tip_slug_up,C14,,,,,,,,hssA/2C/7E family,,,,
DDB_G0281019,8622823,,,,,tip_slug_up,,,,tip_slug_up,C14,,,,,,,,hssA/2C/7E family,,,,
DDB_G0280931,8622798,,,,,tip_slug_up,,,,tip_slug_up,C14,,,,,,,,hssA/2C/7E family,,,,
DDB_G0281007,8622817,,,,,tip_slug_up,,,,tip_slug_up,C14,,,,,,,,hssA/2C/7E family,,,,
DDB_G0280949,8622801,,,lag_tag_up,,,,,,lag_tag_up,C14,,,,,,,,hssA/2C/7E family,,,,
DDB_G0280929,8622797,,,,,,,,,,C14,,,,,,,,hssA/2C/7E family,,,,
DDB_G0281017,8622822,,,,,,,,,,C14,,,,,,,,hssA/2C/7E family,,,,
DDB_G0281013,8622820,,,,,,,,,,C14,,,,,,,,hssA/2C/7E family,,,,
DDB_G0281011,8622819,,,,,,,,,,C14,,,,,,,,hssA/2C/7E family,,,,
DDB_G0280933,8622799,,,,,,,,,,C14,,,,,,,,hssA/2C/7E family,,,,
DDB_G0281003,8622815,,,,,,,,,,C14,,,,,,,,hssA/2C/7E family,,,,
DDB_G0282315,8623511,,,,,tip_slug_up,,,,tip_slug_up,C13,,,,,,,,hssA/2C/7E family,,,,
DDB_G0293676,8629383,,,,,,,Mhat_cul_down,,Mhat_cul_down,C13,,,,,,,,hssA/2C/7E family,,,,
DDB_G0280847,8622760,,,,,,,,,,C13,,,,,,,,hssA/2C/7E family,,,,
DDB_G0280873,8622761,,,,,,,,,,C13,,,,,,,,hssA/2C/7E family,,,,
DDB_G0280871,8622759,,,,,,,,,,C13,,,,,,,,hssA/2C/7E family,,,,
DDB_G0282321,8623514,,,,,,,,,,C13,,,,,,,,hssA/2C/7E family,,,,
DDB_G0281295,8622846,,,,,,,,,,C12,,,,,,,,hssA/2C/7E family,,,,
DDB_G0270656,8617272,,,,,,,,,,,,,,,,,,hssA/2C/7E family,,,,
DDB_G0292518,8628646,,,,,,,,,,,,,,,,,,hssA/2C/7E family,,,,
DDB_G0279295,8621975,,,,,,,,,,,,,,,,,,hssA/2C/7E family,,,,
DDB_G0290905,8627888,,,,,,,,,,,,,,,,,,hssA/2C/7E family,,,,
DDB_G0268456,8616420,,,,,,,,,,,,,,,,,,hssA/2C/7E family,,,,
DDB_G0290945,8627886,,,,,,,,,,,,,,,,,,hssA/2C/7E family,,,,
DDB_G0293336,8629157,,,,,,,,,,,,,,,,,,hssA/2C/7E family,,,,
DDB_G0293316,8629153,,,,,,,,,,,,,,,,,,hssA/2C/7E family,,,,
DDB_G0280953,8622803,,,,,,,,,,,,,,,,,,hssA/2C/7E family,,,,
DDB_G0282325,8623519,,,,,,,,,,,,,,,,,,hssA/2C/7E family,,,,
DDB_G0280951,8622802,,,,,,,,,,,,,,,,,,hssA/2C/7E family,,,,
DDB_G0268172,8616421,,,,,,,,,,,,,,,,,,hssA/2C/7E family,,,,
DDB_G0293320,8629155,,,,,,,,,,,,,,,,,,hssA/2C/7E family,,,,
DDB_G0270838,8617765,,,,,,,,,,,,,Psp,,,,,,,,,histone/histone variant
DDB_G0289193,8627003,,,,,,,,,,,,,,,,,,,,,,histone/histone variant
DDB_G0289197,8627005,,,,,,,,,,,,,,,,,,,,,,histone/histone variant
DDB_G0291185,8628000,,,,,,,,,,,,,,,,,,,,,,histone/histone variant
DDB_G0276863,8620827,,,,,,,,,,,,,,,,,,,,,,histone/histone variant
DDB_G0285319,8625064,,,,,,,,,,,,,,,,,,,,,,histone/histone variant
DDB_G0286747,8625796,,,,,,,,,,,,,,,,,,,,,,histone/histone variant
DDB_G0286509,8625650,,,,,,,,,,,,,,,,,,,,,,histone/histone variant
DDB_G0277183,8620904,,,,,,,,,,,,,,,,,,,,,,histone/histone variant
DDB_G0293758,8629401,,,,,,,,,,,,,,,,,,,,,,histone/histone variant
DDB_G0289187,8627000,,,,,,,,,,,,,,,,,,,,,,histone/histone variant
DDB_G0271092,8617764,,,,,,,,,,,,,,,,,,,,,,histone/histone variant
DDB_G0279667,8622161,,,,,,,,,,,,,,,,,,,,,,histone/histone variant
DDB_G0276273,8620436,,,,,,,,,,,,,,,,,,,,,,histone/histone variant
DDB_G0277979,8621257,,,,,,,,,,,,,,,,,,,,,,histone/histone variant
DDB_G0267402,8616389,,,,,,,,,,,,,,,,,,,,,,histone/histone variant
DDB_G0274269,8619399,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,,,,,histone modification
DDB_G0276237,8620313,noagg_ripple_down,,,,,,,,noagg_ripple_down,,,dediff,,,,,,,,,,histone modification
DDB_G0279267,8621960,,,,,,,,,,C11,,,,,,,,,,,,histone modification
DDB_G0291556,8628232,,,,,,,,,,,8to12h,,,,,,,,,,,histone modification
DDB_G0275159,8619865,,,,,,,,,,,,,,,,,,,,,,histone modification
DDB_G0269554,8617010,,,,,,,,,,,,,,,,,,,,,,histone modification
DDB_G0279699,8622183,,,,,,,,,,,,,,,,,,,,,,histone modification
DDB_G0268024,8616305,,,,,,,,,,,,,,,,,,,,,,histone modification
DDB_G0286671,8625751,,,,,,,,,,,,,,,,,,,,,,histone modification
DDB_G0284795,8624779,,,,,,,,,,,,,,,,,,,,,,histone modification
DDB_G0283917,8624322,,,,,,,,,,,,,,,,,,,,,,histone modification
DDB_G0288227,8626524,,,,,,,,,,,,,,,,,,,,,,histone modification
DDB_G0283459,8624110,,,,,,,,,,,,,,,,,,,,,,histone modification
DDB_G0284411,8624586,,,,,,,,,,,,,,,,,,,,,,histone modification
DDB_G0287273,8626039,,,,,,,,,,,,,,,,,,,,,,histone modification
DDB_G0270338,8617692,,,,,,,,,,,,,,,,,,,,,,histone modification
DDB_G0289967,8627377,,,,,,,,,,,,,,,,,,,,,,histone modification
DDB_G0283075,8623902,,,,,,,,,,,,,,,,,,,,,,histone modification
DDB_G0280195,8622431,,,,,,,,,,,,,,,,,,,,,,histone modification
DDB_G0270928,8617175,,,,,,,,,,,,,,,,,,,,,,histone modification
DDB_G0281947,8623319,,,,,,,,,,,,,,,,,,,,,,histone modification
DDB_G0275017,8619856,,,,,,,,,,,,,,,,,,,,,,histone modification
DDB_G0290103,8627480,,,,,,,,,,,,,,,,,,,,,,histone modification
DDB_G0289257,8627040,,,,,,,,,,,,,,,,,,,,,,histone modification
DDB_G0271754,8618096,,,,,,,,,,,,,,,,,,,,,,histone modification
DDB_G0271626,8618027,,,,,,,,,,,,,,,,,,,,,,histone modification
DDB_G0284075,8624401,,,,,,,,,,,,,,,,,,,,,,histone modification
DDB_G0292598,8628766,,,,,,,,cul_FB_up,cul_FB_up,,,,,,,,,weakly similar to hssA/2C/7E,,,gtaG dependent,
