ddb_g,AX4L846F_avr_00h,AX4L846F_avr_04h,AX4L846F_avr_08h,AX4L846F_avr_12h,AX4L846F_avr_16h,AX4L846F_avr_20h,B1.L846F_avr_00h,B1.L846F_avr_04h,B1.L846F_avr_08h,B1.L846F_avr_12h,B1.L846F_avr_16h,B1.L846F_avr_20h,
DDB_G0284125,7.607272154,11.21223325,10.10381192,18.83781406,16.94706378,16.72064943,5.664875767,9.45968806,8.979938476,10.64221425,16.49459602,15.58006988,
DDB_G0284127,6.209147643,6.444937251,10.22956447,16.29588819,11.09090422,10.92437267,7.696811731,5.706935189,7.472530958,12.82335912,10.79524827,11.0521396,
DDB_G0284129,2.208200773,5.568812533,8.412389047,32.81381954,30.92204193,20.70448842,2.831711023,7.95739076,6.518074588,14.44004758,26.10940497,19.69225533,
DDB_G0284131,0.030794687,0.090065072,0.16032619,0.070976697,0.172139388,0.27071828,0.054862997,0.04777407,0.078988557,0.099024232,0.104178723,0.249698849,
DDB_G0284133,12.94249943,20.73431286,29.30935481,32.33271548,36.65254416,38.78674192,14.46893969,12.49604598,22.13136982,32.7402692,25.42570859,34.87724411,
DDB_G0284135,12.54972273,11.69481018,5.660918594,22.63020189,22.78723966,29.27778168,8.012142439,9.477634177,8.688910431,9.342615249,23.50541668,27.76578207,
DDB_G0284137,1.138253154,2.764611419,6.210913274,6.214860712,7.500325132,10.14085276,0.714424073,1.496277389,4.120210314,7.143161817,6.274672477,7.067829108,
DDB_G0284139,4.012806672,4.458237615,6.18230505,7.168975677,6.525071074,4.665728458,4.465684464,4.724710199,4.955681212,6.234609722,6.142085071,4.218138453,
DDB_G0284141,40.25826314,36.41903273,40.3105356,30.91808044,18.30995858,17.66450309,64.18638488,38.04684328,39.16020249,49.27443239,24.80262054,20.67114177,
DDB_G0284143,0.2241466,0.251467438,0.791027931,0.604744737,0.164787446,0.196617799,0.087978481,0.376256781,0.327180231,0.323244784,0.209195789,0.23453982,
DDB_G0284145,7.73187209,2.289252548,0.93375141,0.428305181,0.505269504,0.335453175,6.256515404,2.113372499,0.981889299,0.579905711,0.484015695,0.551055107,
DDB_G0284147,0.28552137,0.742502483,0.777410358,3.922508949,2.802263368,1.340747728,0.30705073,1.427803194,0.966361178,1.029480896,2.933845096,1.152736265,
DDB_G0284149,6.02036735,16.04725238,10.95839756,11.87676942,11.32758119,11.29861328,4.997793119,15.67540602,12.12992641,10.34698909,12.04689491,10.17826462,
DDB_G0284151,4.734533787,8.863457508,15.10360124,9.137131675,13.25770281,12.22092943,3.922152312,4.414321703,13.73872597,10.37693016,8.451187592,8.349536426,
DDB_G0284153,1.180565192,2.078012637,1.384594646,1.890444453,2.261020225,1.943632045,1.497252762,2.063716118,1.73798895,2.127842163,1.853713876,1.964647041,
DDB_G0284155,4.181296011,5.127449149,6.486783416,5.664130438,4.898727052,4.427919032,4.365994324,5.786907777,5.955953368,7.793409895,5.732872255,5.277007547,
DDB_G0284157,10.7171634,21.00110862,32.610197,33.01733658,37.46490077,32.63769864,11.57623503,21.4842556,25.24230143,36.86621302,28.19482023,27.73085874,
DDB_G0284161,29.2363757,9.541267249,3.752284064,2.988490076,0.944600378,1.187342875,30.26836723,13.83927007,8.549433269,5.768585713,3.173097424,2.188989727,
DDB_G0284163,0.079753428,0.264596834,0,0,0,0,0,0.392577885,0,0.203867649,0.189013837,0,
DDB_G0284165,4.200293536,9.542411701,19.82159265,4.557096843,6.084812547,2.788108147,3.548422705,6.250516499,13.60709326,13.40026813,6.880205438,6.116559193,
DDB_G0284167,647.606068,955.0507504,447.5763817,379.1193888,512.6526655,370.8081419,441.3914068,819.7321207,719.0202422,799.6319299,510.927422,460.3536449,
DDB_G0284169,512.6518605,597.8751284,273.6518143,166.6357818,136.2166386,144.1663442,297.6847193,476.1510774,320.9750939,208.8639356,179.9914136,140.1628636,
DDB_G0284171,11.18706842,19.91282359,22.80639378,27.30713819,44.86226411,42.7061717,11.19565589,18.27173615,20.60422871,23.17437566,27.9286278,29.95064913,
DDB_G0284173,6.063837506,3.208697452,1.271695203,2.475058731,2.129094355,2.019262738,4.857657996,3.1093478,2.108489558,2.82279505,2.539335121,2.000995286,
DDB_G0284175,1.598764464,3.543391455,4.217113914,5.23047614,4.21965441,2.954358921,1.492560289,3.54440353,3.679517127,5.08185797,4.140963554,3.163636058,
DDB_G0284177,2.664587405,22.50783166,34.51465982,30.84054113,34.66425046,40.79349284,1.867889191,8.310400678,25.76057666,33.83574388,25.39261828,36.7233342,
DDB_G0284179,0.099842966,0.077408776,0.057943991,0.103082609,0.062019487,0.040426531,0.049265229,0.07188627,0.047519032,0.045601153,0.060141059,0.108565542,
DDB_G0284181,60.37191859,79.92238742,183.8343587,61.90074664,48.55834933,40.11003628,71.78692315,42.20905615,121.881025,146.4187565,57.80717676,48.50244108,
DDB_G0284183,15.76338227,37.17688429,165.1522186,154.125787,117.6491586,142.1288172,17.30593566,38.45643449,96.03099529,186.5393356,123.4220942,112.4973312,
DDB_G0284185,0.350436216,0.100402523,0.092707829,0.26203827,0.105178775,0.118615564,0.110949747,0,0.174452213,0.192821602,0.245517726,0.104693708,
DDB_G0284187,1.71762655,11.60380313,13.38249794,12.80086773,14.182367,14.66498988,1.957009703,10.7646843,12.35240341,15.61647175,13.00324576,15.07634716,
DDB_G0284189,9.855200015,20.88817982,56.39760213,8.840072547,4.596930282,4.093902123,11.50927349,13.82289949,28.82402225,31.68184549,6.873072716,4.337013581,
DDB_G0284191,0.134442417,0.076643263,0.083671162,3.46011207,3.352843923,1.619596618,0.079481291,0.125013693,0.021872843,0.140355627,1.759899229,0.339327882,
DDB_G0284193,0.026647103,0,0,0.02899256,0.05094888,0.114190589,0,0.038348131,0,0,0.037409875,0.050131972,
DDB_G0284195,4.284088146,6.814884878,5.833025106,27.83932884,19.31967219,10.12093677,4.531740861,11.51520626,7.223485092,9.34328305,21.08126892,7.666535061,
DDB_G0284197,235.7764969,167.2284373,107.6862078,129.2612665,67.57039304,60.54943978,146.1645253,174.5576416,122.3930085,112.1185974,103.0772145,65.11639826,
DDB_G0284199,0.3680536,0.907800777,1.693138567,10.61324598,12.26037291,8.977975418,0.424278152,0.418233511,0.88942545,1.256902064,12.04822529,7.804275349,
DDB_G0284201,76.70211259,64.5576882,93.46123962,78.85704082,56.9143664,53.1661248,78.04783576,44.68359317,79.71006111,78.61056587,72.10868378,60.09480831,
DDB_G0284203,107.8272295,25.74985802,14.14592315,16.21203921,15.74040881,19.00031589,125.9676697,36.73810084,21.00367004,22.56606888,23.63047184,30.52924001,
DDB_G0284205,1.631493774,0.909371914,2.109433678,2.215824741,1.650504094,1.803859911,2.566773722,1.184170976,1.101105546,1.736215122,1.588959851,1.05901386,
DDB_G0284207,0.160731422,0.027863312,0.078852356,0.33175538,1.109640656,0.567384599,0,0.065361306,0.043323709,0.114863806,0.29034459,0.311573787,
DDB_G0284209,6.413924409,3.928165401,5.483453266,2.433706956,1.66995389,1.494091947,5.801201661,2.990752171,6.023104322,3.253137658,1.76081664,1.337409099,
DDB_G0284211,0.807956885,0.161073238,0.258973868,0.046950686,0,0,0.299165273,0.358832064,0.39285281,0.144552873,0.097039697,0.361565977,
DDB_G0284213,4.127820312,7.096614845,12.51393683,11.89864165,9.690282416,9.636206532,3.549013545,5.341418352,9.351560223,10.92239184,11.11248747,11.88853793,
DDB_G0284217,28.6780573,27.20565644,45.56767093,33.73226345,30.42072942,26.43662797,33.74220896,23.48094475,38.71387671,35.3498277,30.95679654,26.22432542,
DDB_G0284219,5.981117318,9.081018055,4.571193313,5.480084522,3.874676857,3.416262274,5.744561105,6.864053398,6.229597321,6.577640878,4.240608444,4.765927946,
DDB_G0284221,76.31138452,52.13155979,48.16141661,34.91207161,21.51974754,16.54455948,86.97466524,42.89441594,46.51899932,31.30296375,32.84584687,23.04026931,
DDB_G0284223,48.78863441,41.15753402,50.84011106,37.67870671,26.05841786,23.45653505,49.31811015,43.33151021,50.95275632,57.79818775,50.80952206,42.69980849,
DDB_G0284225,7.94646828,11.48184524,13.88428484,13.84566873,13.877311,13.54468048,9.934234449,13.24328201,12.15911273,11.96954985,16.74006157,18.27226949,
DDB_G0284227,1.273932169,2.504662549,2.721884377,3.014515672,2.907524991,2.141797176,1.156220094,2.019220788,2.159536776,3.236693647,2.283485621,2.019233178,
DDB_G0284229,0.090392612,0.206088101,0.166894143,0.223565248,0.260333519,0.362439187,0.054347266,0.078987022,0,0,0.186576062,0.079809165,
DDB_G0284231,0,0.144762024,0.174486558,0.778473381,0.220298179,0.58203112,0.091639846,0.041401308,0.255902963,0,0.087383725,0.324951701,
DDB_G0284233,0.205681504,0.218505772,0.147710481,0.04863789,0.250151942,4.548909704,0.323124726,0.099953735,0.191879036,0,0.26413585,1.803042873,
DDB_G0284235,0.129159018,0.480331787,0.605022519,0.798521616,1.189264088,1.4651419,0.069302006,0.254048205,0.3282232,0.629197007,0.635341208,1.163622508,
DDB_G0284237,7764.866304,6215.44694,2667.451202,1037.120813,646.2943828,440.8342568,6743.372963,7641.368317,5082.52657,2355.865123,1747.751785,1288.155564,
DDB_G0284239,0.220813977,3.731153456,3.447001126,1.370457828,0.718883994,0.876626592,0.144287101,3.754580517,2.4914973,1.644747148,0.783208952,0.506874106,
DDB_G0284241,14.42358674,14.47685854,19.48559667,14.52955304,10.43240531,6.919719728,16.37044305,10.62919576,15.88459368,13.19645244,10.9848904,7.449632577,
DDB_G0284243,222.1862568,185.913054,227.1958589,199.8387472,139.9542788,115.2172714,215.6761665,190.6927381,198.2756245,235.9091373,197.6679167,146.5965243,
DDB_G0284245,83.80622681,74.49232596,38.42582766,34.37884924,32.92494269,25.26087009,92.28049089,80.56475608,50.83595233,46.98334217,40.93901486,30.21971579,
DDB_G0284247,1.503544953,4.331493168,1.28140149,1.019933733,1.028404478,0.908266745,1.366469083,4.92875184,2.857161022,1.96483679,1.907810489,2.00839866,
DDB_G0284249,72.51048898,39.11115867,60.43549466,40.2792789,32.33807891,26.43794653,69.94169245,36.75534592,56.77427786,54.28872562,39.70448419,31.8574703,
DDB_G0284251,2.137729741,10.47516824,34.71792758,13.0936346,6.618317487,9.36977111,1.767840936,6.367978155,21.03057768,20.2261142,14.57739818,20.28183599,
DDB_G0284253,11.71153316,26.20951138,22.42032521,22.45275576,15.78195016,13.89956515,17.23803096,20.80261898,25.25665747,17.01969941,21.28371455,18.71663089,
DDB_G0284255,10.23415529,83.63461843,138.7535724,343.6430368,405.8611375,458.013086,4.434365772,42.61932324,95.92256088,231.7452849,236.0657495,194.1024828,
DDB_G0284257,22.67705809,9.680920862,4.992113191,5.538113003,6.733315176,8.720459334,22.4097717,13.91716688,7.57539789,9.494478022,5.282542979,6.328614624,
DDB_G0284259,88.26308209,52.03776027,77.92446258,38.62646801,9.43179777,7.17865685,121.1319165,68.3469339,66.59040883,47.03293293,22.34638577,14.88416973,
DDB_G0284261,0.944509068,0.085910348,0.110759705,0.054140695,0.167272548,0.556630159,0.521333819,0.038081102,0.064403628,0.015325775,0.024761045,0.298027844,
DDB_G0284263,18.51939155,14.23602316,10.47998751,53.18768816,32.99848283,20.02918383,27.80411874,21.24017394,14.45205615,14.96344875,41.01615609,16.49807148,
DDB_G0284265,949.3719867,602.739318,836.2736458,479.5730016,294.4963429,330.0067716,1028.252435,674.3500602,708.3437731,559.8176979,380.534804,309.3259559,
DDB_G0284267,89.98679199,162.5582481,177.3104519,136.4906426,197.7148747,159.5309946,57.30379538,119.6599891,146.3677617,173.2275642,148.5818654,154.251643,
DDB_G0284269,0,0,0,0,0,0.071198915,0,0,0,0,0,0,
DDB_G0284271,0.043862644,0,0.045194879,0,0.136957444,0.037975595,0.026371788,0.038328129,0,0.029499868,0.017028103,0.039817935,
DDB_G0284273,8.801852142,11.47622891,14.06403578,17.07176941,15.29691595,12.11167836,11.26217326,11.42370129,11.68597334,16.65873709,15.05613076,13.77347162,
DDB_G0284275,4.140674387,6.871521533,10.68014705,13.86002645,10.05238928,9.894490556,4.630544665,5.973261956,8.024963348,11.00651953,12.26105497,9.418757362,
DDB_G0284277,26.64007864,8.410221361,3.057451415,1.423748974,1.144014169,0.997615095,10.43415956,7.085772739,4.110953011,1.932356989,1.155858069,1.199379888,
DDB_G0284279,0.527098313,1.225340386,1.173990514,0.839104388,0.899441972,0.602438343,0.438508193,0.81248427,1.321586136,1.022532249,0.561165451,0.600714295,
DDB_G0284281,3.331081795,5.346847287,3.484500353,9.333892174,8.666558848,6.449442215,4.124051763,5.917263162,4.015535269,4.570763027,7.970381262,4.82185448,
DDB_G0284283,0,0.16398408,0.221947684,4.453940151,123.4662891,104.9310868,0,0,0.247619852,0.891137951,37.1247705,93.58958593,
DDB_G0284285,3.830219904,1.549725153,0.691827047,0.696503954,1.916144773,0.94145827,3.218802886,1.415937728,0.616564812,0.769284148,1.666688311,0.411205147,
DDB_G0284287,0.178219344,0.267445285,0.785449371,5.466640705,15.14815403,48.06027048,0.121715746,0.122260381,0.133266969,0.657797136,13.66353842,25.30459264,
DDB_G0284289,36.3476483,33.71489293,41.20914925,45.26100297,47.81115391,44.89987399,33.45394912,28.56020041,36.3382262,39.62771825,40.20332949,40.02583719,
DDB_G0284291,26.86373772,28.73596976,11.70162321,8.518040908,6.066586064,4.463277957,48.25646102,39.81005426,22.93128548,15.3052896,11.54951436,7.928323167,
DDB_G0284293,9.467477543,20.53055115,10.39438216,8.626242278,5.125326426,3.93002647,6.600356429,23.9148184,19.52477978,15.44987888,9.24762008,9.37148607,
DDB_G0284295,1.047720055,5.651833287,3.045034713,1.788689469,2.171702331,2.693125882,1.517208676,7.989243978,2.373500398,4.409974289,1.632318891,1.218164383,
DDB_G0284303,0.036200138,0,0.175515578,0.093690281,0.569747466,4.196973176,0.102688622,0,0.084372342,0.127623543,0.183425722,2.124310742,
DDB_G0284305,0,1.270064801,0,0,0,0,0,0,0,0,0,0,
DDB_G0284307,33.47682497,31.64731524,47.49804557,39.8135758,25.29309721,21.24346793,39.2762558,25.30213818,36.21547646,42.67469805,34.22695906,24.2040839,
DDB_G0284311,32.9146414,58.06439681,94.36302803,119.4912697,83.57127137,103.3397175,60.8549215,51.32748904,93.11496119,132.5226218,121.7449263,125.2039438,
DDB_G0284313,1.401906533,1.357991511,1.516281472,0.972373781,0.709909819,0.723788705,1.34874142,0.824879353,1.977646535,1.387510194,1.431427806,1.401911244,
DDB_G0284315,11.52998567,119.6070937,1208.955315,1661.636312,1121.888888,1077.250629,3.451191055,9.665819999,898.0561951,1155.526002,1423.376927,1248.653326,
DDB_G0284317,0.855160646,3.542279384,1.940064841,0.980826181,0.608319911,0.218727899,0.349869736,4.551621965,1.996142748,1.528907706,1.130071933,0.743393699,
DDB_G0284319,4.040058702,6.344221569,7.395486723,7.920093004,8.982622951,7.010266963,3.911215425,5.270657544,6.414890783,7.18636938,6.92967146,5.528726235,
DDB_G0284321,2.210618199,15.05753494,11.6985565,12.90502993,10.70771992,10.19986953,1.670523309,17.68313545,14.96024148,14.39800137,15.79283831,13.40908536,
DDB_G0284323,9.534477286,6.969801224,5.268492635,9.089570132,9.602245149,8.782852744,9.553259437,7.826611355,6.345381894,8.35676008,8.058687827,7.221198171,
DDB_G0284325,0.507936817,6.062427433,38.37493608,29.92282494,26.54397234,25.03946173,0.154051719,0.401982581,23.51205453,33.76720144,24.65568102,24.01197224,
DDB_G0284327,0.053912473,0.173528208,2.135001755,70.07502789,39.18220287,17.95181921,0.028594524,0,0.484992978,5.385219436,40.07765089,19.24372785,
DDB_G0284329,58.902836,107.5530661,110.3851693,103.4124761,102.0398047,119.1528258,50.63916995,73.34967119,106.9780029,165.6759347,77.20221279,83.96216802,
DDB_G0284331,27.80157082,251.1769109,157.1558173,103.6041253,103.6463657,96.37593017,23.07817032,119.3297536,147.1745091,170.5343308,96.1687344,125.7189018,
DDB_G0284333,4.460681401,9.063292321,22.00014722,24.29739692,22.61244601,21.97819981,4.527401717,9.448002368,13.40847999,20.12040452,18.19487151,17.80483655,
DDB_G0284335,0,0,0,0,0,0,0,0,0,0.560923377,0,0,
DDB_G0284337,1.107471313,4.809518184,4.711908509,2.926533935,2.432549766,2.123404979,1.247075696,4.579272224,4.394663086,4.32731639,2.633928893,1.943414678,
DDB_G0284339,88.33293245,114.0662426,29.88691097,12.51071894,10.13166847,6.779451512,113.00688,150.8671231,44.29956608,30.75813513,26.73692273,11.33199855,
DDB_G0284341,1.412154558,0.932798686,2.758384429,3.422714222,3.234170983,2.200334446,1.668083339,1.098027954,1.901197001,1.708041875,2.896867913,2.048449737,
DDB_G0284343,3.522682747,4.704723091,2.165750161,3.445697651,9.155653822,9.792383999,4.087280866,4.266588541,2.735179867,2.565432936,5.602135855,9.695920675,
DDB_G0284345,0.227696337,0.604442129,0.731267574,11.25211699,24.3710637,27.63905555,0.190287677,0.244241329,0.091193593,0.54124284,26.3677346,46.34614521,
DDB_G0284347,87.34880584,140.8005431,213.2610623,153.787227,137.0336185,133.0564977,120.3150095,134.3436325,208.0671883,200.3430655,179.6851737,181.4871431,
DDB_G0284349,4.318426667,6.879436578,6.028308404,2.956154796,1.699915736,1.358192146,4.99742598,6.328502574,7.160278779,5.854314529,2.777246256,2.501366639,
DDB_G0284351,2.047122714,0.440787499,0.465484587,47.08913529,50.69017677,79.97607495,1.019385951,0.174154777,0.153873591,1.892247971,52.85809537,78.52291879,
DDB_G0284353,18.03491929,108.137785,254.2862463,273.3413298,258.7154829,273.1074255,10.82911846,86.68929859,199.972005,171.1305273,238.8868826,270.1021906,
DDB_G0284355,3.515862458,7.294662199,6.538001199,8.20563133,7.939074188,8.454618425,3.998095494,4.837922347,5.436667238,6.237009636,7.109580513,6.834485284,
DDB_G0284357,22.85939922,24.73994132,12.54640666,11.77641395,13.00609264,10.00282294,28.26561964,21.03507193,17.88764012,15.41306352,12.96131929,10.69075084,
DDB_G0284359,38.95202358,47.21540457,102.2508001,59.06847022,39.60618175,31.60938948,51.73163442,40.38502917,75.29103123,87.06077648,53.89545725,40.40172881,
DDB_G0284361,1.288967834,8.797512177,5.07597925,1.074953052,0.768948213,0.53078717,1.846206714,5.541077195,4.938317067,4.223987089,1.102622913,1.003647044,
DDB_G0284363,229.9802664,121.4246237,77.68285743,126.5634432,109.2815401,146.1355812,327.19721,162.4085317,84.43483124,111.4349771,127.7021029,111.4500241,
DDB_G0284365,6.88520984,8.218848858,24.29302467,28.59119011,24.53515859,25.72786078,9.215681453,6.141946581,18.07414145,21.79220123,25.81613693,25.76074491,
DDB_G0284367,108.8468231,94.09609629,37.0031702,18.41215245,12.81236008,14.13972121,154.4300292,130.1300571,67.16485204,41.96494165,34.19601,26.32649852,
DDB_G0284369,31.27729214,50.74260741,41.09905646,51.45943245,45.10154717,47.17903447,33.71771083,33.27051221,35.82499393,46.35050284,50.82777651,50.75522231,
DDB_G0284371,7.194350671,12.35693135,11.82768405,10.63011323,9.563395892,11.19566548,6.602782946,9.559520658,10.04288312,12.08693242,8.460585766,10.1173032,
DDB_G0284373,0.163359478,0.243796229,1.720598393,24.12861017,12.90308943,12.56031608,0.102418773,0.151643388,0.326840331,4.098400099,32.59200995,15.19137109,
DDB_G0284375,7.31540392,6.79649376,21.74645412,35.29399604,22.88382306,19.17709676,7.21803528,6.950141921,14.34416679,20.88140718,33.67367446,24.9587632,
DDB_G0284377,1.842163917,1.267985516,2.185146724,7.647023239,7.744797319,8.077343128,1.39089775,0.851491595,1.837512535,5.606435804,6.490163044,6.774331162,
DDB_G0284379,4.684575707,4.844084483,3.663314624,12.42647313,9.116803812,6.822297532,5.400427545,7.518751955,5.163230333,6.443709715,10.70658132,7.22273385,
DDB_G0284381,21.70472168,52.29891102,68.92795874,91.9529797,90.31678515,106.3269035,22.22731489,38.16923526,55.1145353,83.75375236,84.93258834,109.4965858,
DDB_G0284383,30.87951868,16.56924687,7.093693701,5.919393119,4.671623877,4.386841097,31.38978564,22.8713654,14.22745175,14.97438838,5.290927205,5.499804615,
DDB_G0284385,68.22264448,44.89429184,65.83187014,68.50941021,67.65183267,66.67567353,82.51876527,44.54213383,59.14159692,72.44882997,71.87048893,71.64042319,
DDB_G0284387,1.869127601,2.281093326,1.021453808,1.754653205,3.250826726,2.352602087,1.584163617,2.417610711,1.408542527,1.339333004,1.835378518,1.737824672,
DDB_G0284389,38.45579756,56.79475285,49.08561889,49.73478571,43.6427322,43.520383,55.95906582,66.85160245,63.62991342,50.97160154,53.13460733,52.42549157,
DDB_G0284391,0.261735579,3.082360106,1.319012974,1.620623461,1.778625226,1.666996344,0.467386008,3.173129192,1.534995823,1.520611491,1.990918726,1.841496165,
DDB_G0284393,0.018643352,0.74121312,0.600935389,2.187990207,4.096389161,6.549210127,0.008711258,0.890740676,0.470195046,0.942621989,2.445218414,5.147993368,
DDB_G0284395,0,0.059620162,0,0.111802009,0.498253863,0.922636497,0,0,0.027017033,0.040866585,0.278688758,0.541488617,
DDB_G0284397,0.844597817,0.320116525,1.066810078,0.248332205,0.756303907,2.277431489,0.239499022,0.074549881,0.222794088,0.369729287,0.217320956,2.700205511,
DDB_G0284399,9.097282231,8.167392856,5.543202786,6.370980269,9.087072272,8.207619557,11.22482546,10.59813222,6.904248059,5.978680696,6.619388818,7.335614727,
DDB_G0284401,27.10529518,5.479745216,1.999985002,1.962704945,2.860050421,1.491481244,36.0428231,6.582893593,2.866029884,1.331113217,2.509249319,1.801966579,
DDB_G0284403,13.4881025,7.222368954,5.743236567,6.320349958,5.196809639,4.367335638,13.95429311,8.376552009,6.882746172,6.732200322,5.521134599,4.532929169,
DDB_G0284405,83.42782054,27.35467034,17.06489632,18.5792863,16.79331869,14.75469213,90.4722012,30.42929372,26.43269419,20.14069365,17.34871451,14.88048354,
DDB_G0284407,1355.980367,1059.465454,388.5216538,190.0958731,101.2844319,79.24586356,836.0830081,1616.050122,715.0967993,480.1008627,331.6546558,199.8552843,
DDB_G0284409,11.09981352,12.31103934,6.69212347,4.638537674,3.980388502,3.823187453,5.297039372,9.560638403,9.158992135,6.609539158,4.693422823,3.374321383,
DDB_G0284411,21.47431052,36.63069698,42.72122724,48.5302285,64.04507837,57.3194249,23.47314105,31.76582595,32.6627274,43.52245485,47.6448167,45.76369278,
DDB_G0284413,1.900957001,8.200289633,7.891056254,5.646365138,6.256414476,4.811441504,2.984796591,5.756522094,7.256832846,5.062726923,4.608916314,3.310314224,
DDB_G0284415,256.5585035,276.1977374,717.4780945,274.4424406,157.6355956,109.3901198,331.5130219,215.2401432,567.0233127,364.9130872,197.4906947,140.3165165,
DDB_G0284419,2.024629127,4.202174974,4.796522872,6.475286146,5.189495046,4.05753841,2.369902145,3.422459932,3.710510456,5.55503506,5.196561549,3.738026616,
DDB_G0284421,6.736285195,3.924721591,2.799266559,3.592369487,3.520050855,1.861635342,7.219530717,4.365989552,3.019413144,3.524298317,3.721424075,2.58180705,
DDB_G0284423,0.809241308,0.836436328,1.052772427,1.276733281,1.113366167,1.117385503,0.922173118,0.929222322,0.837761267,1.150396976,1.031154153,1.076898593,
DDB_G0284425,4.852995023,4.399560851,5.577352676,9.288574031,5.401162706,7.052934938,2.79133802,3.140233355,4.853588243,6.694398802,5.625543224,5.016590958,
DDB_G0284427,0,0,0.332470719,1.625031028,2.609247945,9.845872921,0.009037523,0.01469979,0.009393347,0.659272345,2.732237121,8.299752695,
DDB_G0284429,11.39762403,1.050021795,1.631330206,0.542825628,0.34919112,0.52858616,28.08585263,2.571814678,5.902411215,1.111239161,0.480149888,0.331074406,
DDB_G0284431,215.9603724,234.6484557,103.7397487,67.36187556,64.92450841,62.53909892,261.9969388,326.4321688,185.7297683,156.1657172,123.8197199,92.50887461,
DDB_G0284433,217.5143929,130.4587686,120.4574337,86.19877213,51.49741839,44.88980942,304.9105439,149.1543502,160.0522408,122.7273411,116.8663665,82.39915127,
DDB_G0284435,5.745667209,3.91820922,4.920594206,5.421729697,4.147715567,2.280801453,6.589884359,3.214294688,4.268757641,4.175889807,4.086371611,2.343112353,
DDB_G0284437,1.064966677,0.85991924,1.187115855,1.127651691,2.63383606,2.059153967,0.631029532,0.740607843,0.466661321,0.559575074,1.107249815,0.927734985,
DDB_G0284439,5.035507042,6.236465331,6.154866916,5.527120752,5.127754022,4.490417421,5.913146924,6.03392309,5.621438254,5.496646328,5.175493691,4.078821657,
DDB_G0284441,1.644283718,6.030914016,39.5349193,116.6753509,104.6049858,146.1334257,0.439974461,1.980530461,13.09221885,46.88935748,83.9520688,115.4570501,
DDB_G0284443,3.922593021,15.71411874,29.74894134,15.54885776,9.601227147,9.102842139,6.514616117,14.57517128,20.48114888,23.51423499,13.45729672,10.25047985,
DDB_G0284445,0,0,0,0,0.017781612,0,0,0,0,0.021741216,0.020067774,0,
DDB_G0284449,30.43135892,48.93667977,406.8972237,120.9822511,64.55113793,61.20135601,28.7310157,24.82773211,235.0758605,236.35531,102.5151647,75.25362345,
DDB_G0284451,0,0.05993107,0,0,0,0.068196776,0,0,0,0,0,0,
DDB_G0284453,0.06245773,0.480016073,11.72487337,56.18471876,26.15595744,30.9860467,0.011425277,0.227804455,1.288498673,26.98976917,33.13603568,21.90213872,
DDB_G0284455,3.585748032,4.517365115,4.381856517,6.163532017,7.101571809,5.873776079,3.441904021,5.672648579,5.16210168,6.458011717,5.103124532,6.258513102,
DDB_G0284457,7.17666707,5.9037023,4.855591657,2.947888829,2.117248846,2.19461852,4.999809224,4.541611549,4.574265769,3.546652271,2.360415248,1.921480023,
DDB_G0284459,5.018896405,15.85557142,13.53963257,14.36577333,25.24462486,22.97732961,4.281801008,10.27076233,14.66837042,18.99771574,16.36153275,21.65800505,
DDB_G0284461,9.856424079,19.5328922,61.86577443,21.5846434,15.28793659,15.15716673,6.793519052,10.04448757,42.69854595,35.04247544,14.48060707,15.25740459,
DDB_G0284463,17.61662027,27.74918379,22.39744017,24.02403144,20.98216463,20.78410422,23.40988382,24.08551612,24.07814451,22.30060826,27.05724647,27.92966934,
DDB_G0284465,2.386188771,12.9051249,71.34949705,215.1879341,191.0199887,271.9121602,2.180413288,3.644715842,24.95577772,104.3347398,222.8196621,324.9656198,
DDB_G0284467,0.07762974,0.045612547,0.023482179,0.080265704,0.060224152,0.043546435,0,0.078547605,0.0394684,0,0.039950548,0.031139667,
DDB_G0284469,37.53666321,95.36013102,228.2986476,152.8007682,133.6835484,127.9870145,37.93203747,61.34140958,156.3212834,191.4671464,137.8594415,149.2579409,
DDB_G0284471,2.707093744,6.095702615,17.16594023,20.46473489,16.65256934,18.70920498,3.674360634,5.736293491,11.97097548,21.27546082,14.69890068,16.04035537,
DDB_G0284473,212.7172912,131.7221568,59.73864791,50.45891926,47.58874534,45.92787846,341.687662,187.9210498,147.0688955,93.7184744,125.9707426,112.2545704,
DDB_G0284475,3.447953781,6.050890223,7.804586058,6.085107315,6.672849795,6.914320897,5.062816313,6.561013571,7.93308116,9.569089557,6.565136569,7.718577987,
DDB_G0284477,1.15288508,4.094194802,1.712273336,0.921714175,1.035115271,0.816333015,1.229688304,4.660492159,2.937195348,1.990975945,1.869590897,1.309350858,
DDB_G0284479,1.477317916,0.879559843,1.002149701,33.57449976,12.38174262,18.81020976,1.894210579,1.53261159,0.975709931,2.11380411,12.27157176,1.762809309,
DDB_G0284481,16.74530063,21.06784796,20.8920369,26.10022555,21.76425328,20.59413134,24.0419023,26.08165363,23.17561409,27.95206578,26.21934697,21.4861442,
DDB_G0284483,2.653721222,3.639974934,3.610661807,2.617240616,1.86264324,1.051060266,3.733697507,3.081329602,4.042261018,3.440558669,2.218736813,1.577974749,
DDB_G0284485,227.045254,257.0684123,368.4339203,150.7335494,123.5492268,118.0801482,263.9789661,173.883744,347.3937398,244.3811258,189.9278667,183.9926063,
