row_IDs,X,b_0,b_1,b_2,b_3,d_0,d_1,d_2,d_3,AveExpr,F,P.Value,adj.P.Val,Regulation
DDB_G0280949,DDB_G0280949,0.000445935,0.00445007,0.067435133,0.104036029,-0.000516316,-0.004491208,-0.066805891,-0.104278657,0.013446693,52.50176809,9.66E-13,1.67E-10,Downregulated
DDB_G0291291,DDB_G0291291,-1.75E-05,-0.001769164,0.010617788,0.015987424,3.31E-05,0.001820481,-0.010582081,-0.015981695,0.00191577,52.37757122,9.95E-13,1.69E-10,Downregulated
DDB_G0290291,DDB_G0290291,0.002223673,0.02072511,0.057714568,0.103203483,-0.002148742,-0.020294165,-0.05733825,-0.103101778,0.013752423,52.34375502,1.00E-12,1.69E-10,Downregulated
DDB_G0269674,DDB_G0269674,0.000304388,0.00104249,0.018460341,0.030290655,-0.0002918,-0.000922155,-0.018407664,-0.030218645,0.00378389,52.20606009,1.04E-12,1.73E-10,Downregulated
DDB_G0267450,DDB_G0267450,-3.99E-05,-0.000773193,0.001424337,0.00178607,5.27E-05,0.000786499,-0.00139299,-0.001784704,0.0152916,51.28343929,1.29E-12,2.13E-10,Upregulated
DDB_G0280997,DDB_G0280997,0.010388867,0.002654658,0.001873836,-0.008265899,0.002172312,0.023203314,0.007472767,0.01732863,0.001823997,51.05606265,1.37E-12,2.22E-10,Downregulated
DDB_G0290309,DDB_G0290309,0.001036827,0.000118957,0.005447783,0.010123046,1.42E-05,-0.000345031,-0.00698171,-0.010427093,3.96E-05,50.81629325,1.45E-12,2.32E-10,Downregulated
DDB_G0282635,DDB_G0282635,-4.22E-05,-0.000766792,0.001329614,0.001647875,5.37E-05,0.000767303,-0.001318187,-0.001649498,0.000210149,50.66932149,1.50E-12,2.38E-10,Downregulated
DDB_G0288063,DDB_G0288063,0.009920908,-0.018753231,0.01719052,0.022555489,0.000760962,0.007737929,-0.021618735,-0.027469411,0.000769529,50.36563795,1.62E-12,2.47E-10,Downregulated
DDB_G0277535,DDB_G0277535,0.000157383,0.000494783,0.002696264,0.00361143,9.77E-06,-0.000456913,-0.002324733,-0.003606175,0.010780064,50.42221346,1.59E-12,2.47E-10,Downregulated
DDB_G0281295,DDB_G0281295,0.000640458,-0.006894544,0.104311358,0.164215592,-0.000592475,0.007027912,-0.104264983,-0.164257367,0.019847926,50.35967714,1.62E-12,2.47E-10,Downregulated
DDB_G0273045,DDB_G0273045,0.000833118,0.036314326,0.012615967,0.015964088,-0.001470722,-0.036463801,-0.006103459,-0.015687908,0.005955742,50.1740829,1.70E-12,2.56E-10,Downregulated
DDB_G0272464,DDB_G0272464,3.92E-06,7.66E-07,0.000342236,0.000464842,6.42E-06,2.32E-05,-0.000331906,-0.000453161,0.000186234,49.90037066,1.81E-12,2.71E-10,Downregulated
DDB_G0269998,DDB_G0269998,7.61E-06,-1.76E-05,0.000165118,0.000210807,3.26E-06,2.88E-05,-0.000158155,-0.00020509,7.60E-05,49.17289928,2.17E-12,3.21E-10,Downregulated
